,KO1,KO2,Concentration,Niche Differences,SC Differences,Coexistence?
0,-10.0,-10.0,0.0275,0.0176012567849737,0.002388485208282,True
1,-5.0,-7.0,0.0275,0.1538202511571775,-0.6994450244208628,False
2,-2.78,-2.5,0.0275,0.5674545987088284,-1.1010886834284646,False
3,-2.78,-2.5,0.005,1.3888451363200804,0.5566623427411741,True
4,0.0,0.0,0.0275,3.622656579603288,-0.4458622003277939,True
