OD,strain,ODb,biomass,time,carbon
0.058,ptsG,0.02160382513661173,8.61992622950808e-05,15.488888888888889,g
0.06,ptsG,0.023603825136611724,9.417926229508078e-05,15.738888888888889,g
0.062,ptsG,0.025603825136611726,0.00010215926229508079,15.988888888888889,g
0.063,ptsG,0.026603825136611726,0.00010614926229508077,16.23888888888889,g
0.066,ptsG,0.02960382513661173,0.0001181192622950808,16.48888888888889,g
0.068,ptsG,0.03160382513661173,0.0001260992622950808,16.73888888888889,g
0.071,ptsG,0.03460382513661172,0.00013806926229508075,16.98888888888889,g
0.075,ptsG,0.03860382513661172,0.00015402926229508078,17.238888888888887,g
0.079,ptsG,0.04260382513661173,0.00016998926229508078,17.488888888888887,g
0.082,ptsG,0.04560382513661173,0.00018195926229508082,17.738888888888887,g
0.086,ptsG,0.04960382513661172,0.00019791926229508077,17.988888888888887,g
0.088,ptsG,0.05160382513661172,0.00020589926229508078,18.238888888888887,g
0.095,ptsG,0.05860382513661173,0.0002338292622950808,18.488888888888887,g
0.1,ptsG,0.06360382513661172,0.00025377926229508077,18.738888888888887,g
0.103,ptsG,0.06660382513661173,0.0002657492622950808,18.988888888888887,g
0.109,ptsG,0.07260382513661173,0.0002896892622950808,19.238888888888887,g
0.117,ptsG,0.08060382513661174,0.0003216092622950809,19.488888888888887,g
0.123,ptsG,0.08660382513661172,0.00034554926229508074,19.738888888888887,g
0.131,ptsG,0.09460382513661172,0.0003774692622950808,19.988888888888887,g
0.14,ptsG,0.10360382513661173,0.0004133792622950808,20.238888888888887,g
0.15,ptsG,0.11360382513661171,0.00045327926229508074,20.488888888888887,g
0.159,ptsG,0.12260382513661172,0.0004891892622950807,20.738888888888887,g
0.171,ptsG,0.13460382513661173,0.0005370692622950808,20.988888888888887,g
0.183,ptsG,0.14660382513661172,0.0005849492622950807,21.238888888888887,g
0.197,ptsG,0.16060382513661173,0.0006408092622950808,21.488888888888887,g
0.212,ptsG,0.1756038251366117,0.0007006592622950808,21.738888888888887,g
0.228,ptsG,0.19160382513661173,0.0007644992622950808,21.988888888888887,g
0.246,ptsG,0.20960382513661172,0.0008363192622950808,22.238888888888887,g
0.264,ptsG,0.22760382513661173,0.0009081392622950808,22.488888888888887,g
0.286,ptsG,0.2496038251366117,0.0009959192622950807,22.738888888888887,g
0.311,ptsG,0.27460382513661175,0.001095669262295081,22.988888888888887,g
0.338,ptsG,0.30160382513661177,0.001203399262295081,23.238888888888887,g
0.365,ptsG,0.32860382513661174,0.001311129262295081,23.488888888888887,g
0.396,ptsG,0.35960382513661177,0.001434819262295081,23.738888888888887,g
0.429,ptsG,0.39260382513661174,0.001566489262295081,23.988888888888887,g
0.466,ptsG,0.42960382513661177,0.001714119262295081,24.238888888888887,g
0.506,ptsG,0.46960382513661175,0.0018737192622950809,24.488888888888887,g
0.545,ptsG,0.5086038251366117,0.002029329262295081,24.738888888888887,g
0.584,ptsG,0.5476038251366117,0.0021849392622950805,24.988888888888887,g
0.591,ptsG,0.5546038251366117,0.0022128692622950803,25.238888888888887,g
0.596,ptsG,0.5596038251366117,0.0022328192622950807,25.488888888888887,g
0.601,ptsG,0.5646038251366117,0.0022527692622950806,25.738888888888887,g
0.607,ptsG,0.5706038251366117,0.0022767092622950806,25.988888888888887,g
0.614,ptsG,0.5776038251366117,0.0023046392622950804,26.238888888888887,g
0.621,ptsG,0.5846038251366117,0.0023325692622950807,26.488888888888887,g
0.628,ptsG,0.5916038251366117,0.0023604992622950805,26.738888888888887,g
0.633,ptsG,0.5966038251366117,0.002380449262295081,26.988888888888887,g
0.64,ptsG,0.6036038251366117,0.0024083792622950806,27.238888888888887,g
0.648,ptsG,0.6116038251366117,0.002440299262295081,27.488888888888887,g
0.653,ptsG,0.6166038251366117,0.002460249262295081,27.738888888888887,g
0.658,ptsG,0.6216038251366117,0.002480199262295081,27.988888888888887,g
